Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
309021232,Currumbin Waters,2018,551,625,692,641,515,416,506,553,648,731,648,654,571,534,460,328,257,284,5.7,6.5,7.2,6.7,5.4,4.3,5.3,5.8,6.7,7.6,6.7,6.8,5.9,5.6,4.8,3.4,2.7,3.0
309021233,Elanora,2018,780,864,904,858,629,555,667,814,877,"1,001",841,819,717,749,648,440,348,414,6.0,6.7,7.0,6.6,4.9,4.3,5.2,6.3,6.8,7.7,6.5,6.3,5.5,5.8,5.0,3.4,2.7,3.2
309021234,Palm Beach,2018,937,836,844,829,838,"1,203","1,171","1,089","1,066","1,129",968,967,944,835,725,438,339,427,6.0,5.4,5.4,5.3,5.4,7.7,7.5,7.0,6.8,7.2,6.2,6.2,6.1,5.4,4.7,2.8,2.2,2.7
309031235,Arundel,2018,585,638,645,733,786,693,548,656,667,748,752,729,572,578,547,397,273,199,5.4,5.9,6.0,6.8,7.3,6.4,5.1,6.1,6.2,7.0,7.0,6.8,5.3,5.4,5.1,3.7,2.5,1.9
309031236,Biggera Waters,2018,470,399,394,455,944,995,691,609,568,696,585,662,554,591,464,294,211,182,4.8,4.1,4.0,4.7,9.7,10.2,7.1,6.2,5.8,7.1,6.0,6.8,5.7,6.1,4.8,3.0,2.2,1.9
309031237,Coombabah,2018,562,586,537,439,418,457,609,613,612,701,585,616,696,770,804,684,472,464,5.3,5.5,5.1,4.1,3.9,4.3,5.7,5.8,5.8,6.6,5.5,5.8,6.6,7.2,7.6,6.4,4.4,4.4
309031238,Labrador,2018,"1,002",889,751,885,"1,625","1,707","1,389","1,328","1,179","1,241","1,276","1,280","1,165","1,081","1,004",703,507,505,5.1,4.6,3.8,4.5,8.3,8.7,7.1,6.8,6.0,6.4,6.5,6.6,6.0,5.5,5.1,3.6,2.6,2.6
309031239,Paradise Point - Hollywell,2018,471,423,484,464,483,390,407,429,594,711,762,842,711,853,803,490,297,271,4.8,4.3,4.9,4.7,4.9,3.9,4.1,4.3,6.0,7.2,7.7,8.5,7.2,8.6,8.1,5.0,3.0,2.7
309031240,Runaway Bay,2018,367,393,428,419,425,408,443,448,543,643,669,689,699,767,762,567,422,439,3.9,4.1,4.5,4.4,4.5,4.3,4.6,4.7,5.7,6.7,7.0,7.2,7.3,8.0,8.0,5.9,4.4,4.6
309041241,Guanaba - Springbrook,2018,241,278,267,213,199,233,238,288,298,416,353,413,328,272,203,107,47,32,5.4,6.3,6.0,4.8,4.5,5.3,5.4,6.5,6.7,9.4,8.0,9.3,7.4,6.1,4.6,2.4,1.1,0.7
309041242,Tamborine - Canungra,2018,745,964,"1,122",993,613,532,624,844,993,"1,321","1,175","1,200","1,128",986,894,579,327,234,4.9,6.3,7.3,6.5,4.0,3.5,4.1,5.5,6.5,8.6,7.7,7.9,7.4,6.5,5.9,3.8,2.1,1.5
309051243,Currumbin Valley - Tallebudgera,2018,425,609,533,504,398,291,309,494,487,642,524,562,553,497,322,211,108,126,5.6,8.0,7.0,6.6,5.2,3.8,4.1,6.5,6.4,8.5,6.9,7.4,7.3,6.5,4.2,2.8,1.4,1.7
309051244,Mudgeeraba - Bonogin,2018,"1,213","1,592","1,685","1,507",994,808,"1,072","1,301","1,498","1,613","1,340","1,251","1,002",866,737,492,286,230,6.2,8.2,8.6,7.7,5.1,4.1,5.5,6.7,7.7,8.3,6.9,6.4,5.1,4.4,3.8,2.5,1.5,1.2
309051245,Reedy Creek - Andrews,2018,620,777,769,670,485,373,535,685,736,804,518,384,340,315,314,143,76,54,7.2,9.0,8.9,7.8,5.6,4.3,6.2,8.0,8.6,9.4,6.0,4.5,4.0,3.7,3.7,1.7,0.9,0.6
309061246,Carrara,2018,731,762,744,693,808,805,855,858,838,894,797,922,874,784,722,512,273,193,5.6,5.8,5.7,5.3,6.2,6.2,6.5,6.6,6.4,6.8,6.1,7.1,6.7,6.0,5.5,3.9,2.1,1.5
309061247,Highland Park,2018,560,561,532,506,460,526,585,576,553,630,536,591,476,448,344,283,209,157,6.6,6.6,6.2,5.9,5.4,6.2,6.9,6.8,6.5,7.4,6.3,6.9,5.6,5.3,4.0,3.3,2.4,1.8
309061248,Nerang - Mount Nathan,2018,"1,438","1,469","1,304","1,228","1,259","1,361","1,569","1,464","1,404","1,525","1,380","1,383","1,195","1,116",919,594,476,599,6.6,6.8,6.0,5.7,5.8,6.3,7.2,6.8,6.5,7.0,6.4,6.4,5.5,5.1,4.2,2.7,2.2,2.8
309061249,Pacific Pines - Gaven,2018,"1,479","1,706","1,588","1,532","1,297","1,304","1,441","1,607","1,515","1,609","1,208",967,821,566,481,287,119,79,7.5,8.7,8.1,7.8,6.6,6.7,7.3,8.2,7.7,8.2,6.2,4.9,4.2,2.9,2.5,1.5,0.6,0.4
309061250,Worongary - Tallai,2018,422,547,611,609,482,361,381,427,570,623,644,651,523,451,397,220,163,247,5.1,6.6,7.3,7.3,5.8,4.3,4.6,5.1,6.8,7.5,7.7,7.8,6.3,5.4,4.8,2.6,2.0,3.0
309071251,Coomera,2018,"1,594","1,695","1,443","1,141","1,373","1,620","1,400","1,236","1,145","1,169",868,663,477,329,263,112,37,46,9.6,10.2,8.7,6.9,8.3,9.8,8.4,7.4,6.9,7.0,5.2,4.0,2.9,2.0,1.6,0.7,0.2,0.3
309071252,Helensvale,2018,931,"1,058","1,357","1,362",953,782,932,"1,074","1,308","1,473","1,272","1,177","1,030",931,806,545,360,441,5.2,5.9,7.6,7.7,5.4,4.4,5.2,6.0,7.4,8.3,7.1,6.6,5.8,5.2,4.5,3.1,2.0,2.5
309071253,Hope Island,2018,551,637,655,816,700,619,593,700,754,954,952,976,949,986,"1,005",558,300,217,4.3,4.9,5.1,6.3,5.4,4.8,4.6,5.4,5.8,7.4,7.4,7.6,7.3,7.6,7.8,4.3,2.3,1.7
309071254,Jacobs Well - Alberton,2018,212,199,245,222,214,191,248,229,245,293,322,348,280,260,202,129,47,45,5.4,5.1,6.2,5.6,5.4,4.9,6.3,5.8,6.2,7.5,8.2,8.9,7.1,6.6,5.1,3.3,1.2,1.1
309071255,Ormeau - Yatala,2018,"1,887","2,034","1,946","1,600","1,263","1,513","1,736","1,806","1,655","1,590","1,212","1,121",828,760,609,348,221,123,8.5,9.1,8.7,7.2,5.7,6.8,7.8,8.1,7.4,7.1,5.4,5.0,3.7,3.4,2.7,1.6,1.0,0.6
309071256,Oxenford - Maudsland,2018,"1,196","1,343","1,311","1,256","1,065","1,095","1,282","1,284","1,250","1,352","1,079","1,027",789,640,533,359,165,123,7.0,7.8,7.6,7.3,6.2,6.4,7.5,7.5,7.3,7.9,6.3,6.0,4.6,3.7,3.1,2.1,1.0,0.7
309071257,Pimpama,2018,"1,984","1,742","1,199",920,"1,620","2,085","1,676","1,145",892,693,586,417,402,294,222,121,57,79,12.3,10.8,7.4,5.7,10.0,12.9,10.4,7.1,5.5,4.3,3.6,2.6,2.5,1.8,1.4,0.7,0.4,0.5
309071258,Upper Coomera - Willow Vale,2018,"3,020","3,287","2,865","2,570","2,242","2,556","2,765","2,917","2,835","2,621","1,865","1,560","1,166","1,078",768,406,203,168,8.7,9.4,8.2,7.4,6.4,7.3,7.9,8.4,8.1,7.5,5.3,4.5,3.3,3.1,2.2,1.2,0.6,0.5
309081259,Clear Island Waters,2018,161,222,245,260,249,156,146,207,236,312,308,326,271,294,302,218,157,166,3.8,5.2,5.8,6.1,5.9,3.7,3.4,4.9,5.6,7.4,7.3,7.7,6.4,6.9,7.1,5.1,3.7,3.9
309081260,Merrimac,2018,524,479,457,499,469,563,615,518,500,509,430,409,364,313,245,177,127,295,7.0,6.4,6.1,6.7,6.3,7.5,8.2,6.9,6.7,6.8,5.7,5.5,4.9,4.2,3.3,2.4,1.7,3.9
309081261,Robina,2018,"1,358","1,434","1,402","1,806","2,138","1,836","1,683","1,573","1,571","1,684","1,577","1,532","1,417","1,271","1,240",843,560,576,5.3,5.6,5.5,7.1,8.4,7.2,6.6,6.2,6.2,6.6,6.2,6.0,5.6,5.0,4.9,3.3,2.2,2.3
309081262,Varsity Lakes,2018,"1,013","1,061","1,118","1,069","1,543","1,457","1,207","1,234","1,228","1,205",908,828,696,603,506,321,230,231,6.2,6.4,6.8,6.5,9.4,8.9,7.3,7.5,7.5,7.3,5.5,5.0,4.2,3.7,3.1,2.0,1.4,1.4
309091263,Ashmore,2018,632,763,809,819,779,615,727,755,849,916,810,755,719,632,664,418,343,481,5.1,6.1,6.5,6.6,6.2,4.9,5.8,6.0,6.8,7.3,6.5,6.0,5.8,5.1,5.3,3.3,2.7,3.9
309091264,Molendinar,2018,365,402,427,480,655,465,431,443,483,517,447,434,373,271,216,127,84,56,5.5,6.0,6.4,7.2,9.8,7.0,6.5,6.6,7.2,7.7,6.7,6.5,5.6,4.1,3.2,1.9,1.3,0.8
309091265,Parkwood,2018,471,499,553,763,"1,103",647,516,551,497,629,644,626,474,427,265,175,90,86,5.2,5.5,6.1,8.5,12.2,7.2,5.7,6.1,5.5,7.0,7.1,6.9,5.3,4.7,2.9,1.9,1.0,1.0
309091540,Southport - North,2018,726,520,487,908,"2,252","1,985","1,469","1,119",931,914,765,778,704,723,647,461,356,402,4.5,3.2,3.0,5.6,13.9,12.3,9.1,6.9,5.8,5.7,4.7,4.8,4.4,4.5,4.0,2.9,2.2,2.5
309091541,Southport - South,2018,883,767,828,"1,142","1,657","1,763","1,371","1,213","1,078","1,126","1,104","1,070",967,956,887,724,438,580,4.8,4.1,4.5,6.2,8.9,9.5,7.4,6.5,5.8,6.1,6.0,5.8,5.2,5.2,4.8,3.9,2.4,3.1
309101267,Benowa,2018,426,643,745,713,518,401,394,545,638,725,691,581,549,529,446,328,213,256,4.6,6.9,8.0,7.6,5.5,4.3,4.2,5.8,6.8,7.8,7.4,6.2,5.9,5.7,4.8,3.5,2.3,2.7
309101268,Bundall,2018,237,310,304,379,287,257,273,284,315,423,385,271,257,292,283,138,86,66,4.9,6.4,6.3,7.8,5.9,5.3,5.6,5.9,6.5,8.7,7.9,5.6,5.3,6.0,5.8,2.8,1.8,1.4
309101269,Main Beach,2018,104,107,108,131,197,303,290,245,247,250,265,344,398,323,380,228,142.0,91,2.5,2.6,2.6,3.2,4.7,7.3,7.0,5.9,5.9,6.0,6.4,8.3,9.6,7.8,9.2,5.5,3.4,2.2
309101270,Surfers Paradise,2018,846,666,632,909,"2,901","3,765","2,675","1,739","1,453","1,560","1,490","1,636","1,439","1,514","1,354",909,519.0,505,3.2,2.5,2.4,3.4,10.9,14.2,10.1,6.6,5.5,5.9,5.6,6.2,5.4,5.7,5.1,3.4,2.0,1.9
310011271,Darra - Sumner,2018,456,379,279,223,375,567,527,424,333,345,249,301,255,149,139,85,49.0,77,8.7,7.3,5.4,4.3,7.2,10.9,10.1,8.1,6.4,6.6,4.8,5.8,4.9,2.9,2.7,1.6,0.9,1.5
310011272,Durack,2018,593,521,491,549,587,625,673,608,493,514,491,474,418,328,361,248,204.0,281,7.0,6.2,5.8,6.5,6.9,7.4,8.0,7.2,5.8,6.1,5.8,5.6,4.9,3.9,4.3,2.9,2.4,3.3
310011273,Forest Lake - Doolandella,2018,"2,340","2,325","2,027","2,181","2,096","2,172","2,351","2,261","2,141","2,204","1,948","1,704","1,339","1,015",793,566,322.0,282,7.8,7.7,6.7,7.3,7.0,7.2,7.8,7.5,7.1,7.3,6.5,5.7,4.5,3.4,2.6,1.9,1.1,0.9
310011274,Inala - Richlands,2018,"1,677","1,559","1,425","1,546","1,556","1,512","1,352","1,230","1,122","1,232","1,096","1,087",853,691,541,461,340.0,295,8.6,8.0,7.3,7.9,7.9,7.7,6.9,6.3,5.7,6.3,5.6,5.6,4.4,3.5,2.8,2.4,1.7,1.5
310011275,Oxley (Qld),2018,666,616,489,470,491,703,765,737,605,535,417,462,334,285,257,213,132.0,210,7.9,7.3,5.8,5.6,5.9,8.4,9.1,8.8,7.2,6.4,5.0,5.5,4.0,3.4,3.1,2.5,1.6,2.5
310011276,Wacol,2018,270,245,236,334,680,814,802,695,579,454,324,259,195,136,117,68,23.0,27,4.3,3.9,3.8,5.3,10.9,13.0,12.8,11.1,9.3,7.3,5.2,4.1,3.1,2.2,1.9,1.1,0.4,0.4
310021277,Boonah,2018,593,776,935,789,594,578,572,696,748,869,833,910,822,898,730,523,340.0,313,4.7,6.2,7.5,6.3,4.7,4.6,4.6,5.6,6.0,6.9,6.7,7.3,6.6,7.2,5.8,4.2,2.7,2.5
310021278,Esk,2018,237,295,307,277,185,179,200,260,248,315,358,464,520,509,464,260,158.0,117,4.4,5.5,5.7,5.2,3.5,3.3,3.7,4.9,4.6,5.9,6.7,8.7,9.7,9.5,8.7,4.9,3.0,2.2
310021280,Lockyer Valley - East,2018,"1,273","1,471","1,472","1,432","1,240","1,230","1,181","1,251","1,288","1,452","1,507","1,395","1,272","1,287","1,096",643,375.0,246,6.0,7.0,7.0,6.8,5.9,5.8,5.6,5.9,6.1,6.9,7.1,6.6,6.0,6.1,5.2,3.0,1.8,1.2
310021281,Lowood,2018,"1,032","1,253","1,170",965,823,800,785,868,891,"1,038",990,"1,093",893,845,711,422,204.0,150,6.9,8.4,7.8,6.5,5.5,5.4,5.3,5.8,6.0,7.0,6.6,7.3,6.0,5.7,4.8,2.8,1.4,1.0
310021282,Rosewood,2018,704,812,874,819,798,704,809,703,811,945,897,911,799,775,531,329,162.0,167,5.6,6.5,7.0,6.5,6.4,5.6,6.4,5.6,6.5,7.5,7.1,7.3,6.4,6.2,4.2,2.6,1.3,1.3
310031283,Brassall,2018,978,927,829,789,941,"1,085",927,752,690,663,644,530,529,439,395,322,235.0,197,8.2,7.8,7.0,6.6,7.9,9.1,7.8,6.3,5.8,5.6,5.4,4.5,4.5,3.7,3.3,2.7,2.0,1.7
310031284,Bundamba,2018,696,604,510,597,716,830,770,607,528,622,620,628,473,439,363,239,161.0,129,7.3,6.3,5.4,6.3,7.5,8.7,8.1,6.4,5.5,6.5,6.5,6.6,5.0,4.6,3.8,2.5,1.7,1.4
310031285,Churchill - Yamanto,2018,546,621,539,457,536,649,571,548,444,400,366,400,321,289,205,139,61.0,68,7.6,8.7,7.5,6.4,7.5,9.1,8.0,7.7,6.2,5.6,5.1,5.6,4.5,4.0,2.9,1.9,0.9,0.9
310031286,Ipswich - Central,2018,438,431,366,601,481,367,426,471,482,487,484,458,415,292,213,167,137.0,150,6.4,6.3,5.3,8.8,7.0,5.3,6.2,6.9,7.0,7.1,7.0,6.7,6.0,4.3,3.1,2.4,2.0,2.2
310031287,Ipswich - East,2018,"1,281","1,307","1,228",984,"1,265","1,413","1,351","1,206","1,172","1,247","1,158","1,151","1,052",830,711,525,516.0,504,6.8,6.9,6.5,5.2,6.7,7.5,7.1,6.4,6.2,6.6,6.1,6.1,5.6,4.4,3.8,2.8,2.7,2.7
310031288,Ipswich - North,2018,282,389,430,404,379,268,296,285,357,405,372,399,256,202,153,71,37.0,22,5.6,7.8,8.6,8.1,7.6,5.4,5.9,5.7,7.1,8.1,7.4,8.0,5.1,4.0,3.1,1.4,0.7,0.4
310031289,Karalee - Barellan Point,2018,360,497,493,454,334,249,322,456,413,488,456,441,366,267,173,101,60.0,38,6.0,8.3,8.3,7.6,5.6,4.2,5.4,7.6,6.9,8.2,7.6,7.4,6.1,4.5,2.9,1.7,1.0,0.6
310031290,Karana Downs,2018,363,470,576,512,299,241,268,423,555,547,506,463,351,304,205,133,70.0,24,5.8,7.4,9.1,8.1,4.7,3.8,4.2,6.7,8.8,8.7,8.0,7.3,5.6,4.8,3.2,2.1,1.1,0.4
310031291,Leichhardt - One Mile,2018,705,750,653,562,672,689,622,537,534,481,459,476,373,289,258,160,119.0,92,8.4,8.9,7.7,6.7,8.0,8.2,7.4,6.4,6.3,5.7,5.4,5.6,4.4,3.4,3.1,1.9,1.4,1.1
310031292,North Ipswich - Tivoli,2018,478,465,358,344,415,402,495,420,412,452,415,380,373,324,299,281,154.0,148,7.2,7.0,5.4,5.2,6.3,6.1,7.5,6.3,6.2,6.8,6.3,5.7,5.6,4.9,4.5,4.2,2.3,2.2
310031293,Raceview,2018,"1,175","1,289","1,221","1,087","1,079","1,161","1,170","1,108",929,941,938,866,736,634,577,422,277.0,278,7.4,8.1,7.7,6.8,6.8,7.3,7.4,7.0,5.8,5.9,5.9,5.5,4.6,4.0,3.6,2.7,1.7,1.7
310031294,Ripley,2018,639,553,440,375,471,768,663,513,397,418,327,306,226,144,94,43,23.0,11,10.0,8.6,6.9,5.8,7.3,12.0,10.3,8.0,6.2,6.5,5.1,4.8,3.5,2.2,1.5,0.7,0.4,0.2
310031295,Riverview,2018,287,278,209,157,208,209,221,156,163,170,177,177,154,157,100,108,81.0,89,9.3,9.0,6.7,5.1,6.7,6.7,7.1,5.0,5.3,5.5,5.7,5.7,5.0,5.1,3.2,3.5,2.6,2.9
310041296,Bellbird Park - Brookwater,2018,"1,549","1,575","1,252","1,096","1,145","1,419","1,562","1,401","1,246","1,118",941,764,529,424,257,147,72.0,57,9.4,9.5,7.6,6.6,6.9,8.6,9.4,8.5,7.5,6.8,5.7,4.6,3.2,2.6,1.6,0.9,0.4,0.3
310041297,Camira - Gailes,2018,621,682,627,654,709,659,671,636,564,710,696,669,502,481,314,198,113.0,73,6.5,7.1,6.5,6.8,7.4,6.9,7.0,6.6,5.9,7.4,7.3,7.0,5.2,5.0,3.3,2.1,1.2,0.8
310041299,Collingwood Park - Redbank,2018,782,776,778,628,637,637,687,693,603,550,550,547,375,305,228,150,99.0,59,8.6,8.5,8.6,6.9,7.0,7.0,7.6,7.6,6.6,6.1,6.1,6.0,4.1,3.4,2.5,1.7,1.1,0.6
310041300,Goodna,2018,"1,033","1,086",941,820,840,945,842,869,750,629,597,544,452,399,289,236,118.0,141,9.0,9.4,8.2,7.1,7.3,8.2,7.3,7.5,6.5,5.5,5.2,4.7,3.9,3.5,2.5,2.0,1.0,1.2
310041302,Redbank Plains,2018,"2,528","2,308","1,671","1,604","1,927","2,229","2,051","1,606","1,201","1,169",971,862,758,543,331,181,108.0,76,11.4,10.4,7.6,7.3,8.7,10.1,9.3,7.3,5.4,5.3,4.4,3.9,3.4,2.5,1.5,0.8,0.5,0.3
310041303,Springfield,2018,639,650,630,624,517,506,581,610,508,568,478,349,239,158,114,57,40.0,17,8.8,8.9,8.6,8.6,7.1,6.9,8.0,8.4,7.0,7.8,6.6,4.8,3.3,2.2,1.6,0.8,0.5,0.2
310041304,Springfield Lakes,2018,"1,981","1,793","1,502","1,282","1,275","1,800","2,219","1,893","1,499","1,156",880,642,428,333,238,119,50.0,53,10.3,9.4,7.8,6.7,6.7,9.4,11.6,9.9,7.8,6.0,4.6,3.4,2.2,1.7,1.2,0.6,0.3,0.3
311011305,Beaudesert,2018,832,"1,037","1,138",916,830,763,725,831,834,"1,066",978,"1,015",925,914,829,488,333.0,336,5.6,7.0,7.7,6.2,5.6,5.2,4.9,5.6,5.6,7.2,6.6,6.9,6.3,6.2,5.6,3.3,2.3,2.3
311021306,Beenleigh,2018,618,579,536,520,634,620,561,505,552,624,563,501,446,442,354,213,136.0,142,7.2,6.8,6.3,6.1,7.4,7.3,6.6,5.9,6.5,7.3,6.6,5.9,5.2,5.2,4.1,2.5,1.6,1.7
311021307,Eagleby,2018,"1,119","1,044",911,798,987,946,946,804,760,784,740,708,710,772,905,607,359.0,249,7.9,7.4,6.4,5.6,7.0,6.7,6.7,5.7,5.4,5.5,5.2,5.0,5.0,5.5,6.4,4.3,2.5,1.8
311021308,Edens Landing - Holmview,2018,797,679,579,508,597,809,755,610,561,492,468,370,366,291,179,138,83.0,79,9.5,8.1,6.9,6.1,7.1,9.7,9.0,7.3,6.7,5.9,5.6,4.4,4.4,3.5,2.1,1.7,1.0,0.9
311021309,Mount Warren Park,2018,380,444,427,382,349,365,375,380,376,392,396,386,313,335,256,171,128.0,133,6.3,7.4,7.1,6.4,5.8,6.1,6.3,6.3,6.3,6.5,6.6,6.4,5.2,5.6,4.3,2.9,2.1,2.2
311021310,Wolffdene - Bahrs Scrub,2018,416,511,475,508,511,417,454,410,426,480,448,437,367,295,215,121,75.0,65,6.3,7.7,7.2,7.7,7.7,6.3,6.8,6.2,6.4,7.2,6.8,6.6,5.5,4.4,3.2,1.8,1.1,1.0
311031311,Boronia Heights - Park Ridge,2018,930,924,898,817,877,829,877,847,786,769,670,773,712,692,592,459,311.0,310,7.1,7.1,6.9,6.2,6.7,6.3,6.7,6.5,6.0,5.9,5.1,5.9,5.4,5.3,4.5,3.5,2.4,2.4
311031312,Browns Plains,2018,663,627,538,504,542,659,674,580,459,472,469,435,355,295,201,110,48.0,95,8.6,8.1,7.0,6.5,7.0,8.5,8.7,7.5,5.9,6.1,6.1,5.6,4.6,3.8,2.6,1.4,0.6,1.2
311031313,Chambers Flat - Logan Reserve,2018,403,441,370,379,550,529,418,331,322,382,409,394,316,244,220,105,55.0,45,6.8,7.5,6.3,6.4,9.3,8.9,7.1,5.6,5.4,6.5,6.9,6.7,5.3,4.1,3.7,1.8,0.9,0.8
311031314,Crestmead,2018,"1,205","1,252","1,157",994,986,"1,024","1,071",870,785,744,684,602,493,348,266,120,73.0,44,9.5,9.8,9.1,7.8,7.8,8.1,8.4,6.8,6.2,5.8,5.4,4.7,3.9,2.7,2.1,0.9,0.6,0.3
311031316,Hillcrest,2018,607,630,566,619,650,692,645,598,551,546,619,546,465,408,245,141,71.0,54,7.0,7.3,6.5,7.2,7.5,8.0,7.5,6.9,6.4,6.3,7.2,6.3,5.4,4.7,2.8,1.6,0.8,0.6
311031317,Marsden,2018,"1,570","1,660","1,485","1,197","1,287","1,331","1,270","1,128",868,910,743,727,562,451,332,191,141.0,81,9.9,10.4,9.3,7.5,8.1,8.4,8.0,7.1,5.4,5.7,4.7,4.6,3.5,2.8,2.1,1.2,0.9,0.5
311031318,Munruben - Park Ridge South,2018,270,303,349,367,371,238,247,267,283,413,424,381,322,245,174,96,49.0,30,5.6,6.3,7.2,7.6,7.7,4.9,5.1,5.5,5.9,8.6,8.8,7.9,6.7,5.1,3.6,2.0,1.0,0.6
311031319,Regents Park - Heritage Park,2018,"1,301","1,386","1,180","1,232","1,208","1,182","1,240","1,226","1,041","1,191","1,089","1,135",865,570,379,246,155.0,103,7.8,8.3,7.1,7.4,7.2,7.1,7.4,7.3,6.2,7.1,6.5,6.8,5.2,3.4,2.3,1.5,0.9,0.6
311041320,Greenbank,2018,835,"1,108","1,233","1,151",840,609,768,996,"1,177","1,220","1,047",895,698,577,444,194,88.0,74,6.0,7.9,8.8,8.2,6.0,4.4,5.5,7.1,8.4,8.7,7.5,6.4,5.0,4.1,3.2,1.4,0.6,0.5
311041321,Jimboomba,2018,"2,665","2,831","2,550","2,339","2,167","2,493","2,326","2,175","2,127","2,293","1,889","1,599","1,211","1,041",752,362,196.0,140,8.6,9.1,8.2,7.5,7.0,8.0,7.5,7.0,6.8,7.4,6.1,5.1,3.9,3.3,2.4,1.2,0.6,0.4
311041322,Logan Village,2018,452,521,616,616,467,412,453,461,575,626,562,604,428,418,357,183,81.0,47,5.7,6.6,7.8,7.8,5.9,5.2,5.7,5.9,7.3,7.9,7.1,7.7,5.4,5.3,4.5,2.3,1.0,0.6
311051323,Bethania - Waterford,2018,965,899,676,705,857,986,997,799,710,584,560,559,466,505,545,435,363.0,439,8.0,7.5,5.6,5.9,7.1,8.2,8.3,6.6,5.9,4.8,4.6,4.6,3.9,4.2,4.5,3.6,3.0,3.6
311051324,Cornubia - Carbrook,2018,482,610,693,598,654,476,517,571,598,679,676,619,588,546,390,185,95.0,106,5.3,6.7,7.6,6.6,7.2,5.2,5.7,6.3,6.6,7.5,7.4,6.8,6.5,6.0,4.3,2.0,1.0,1.2
311051325,Loganholme - Tanah Merah,2018,856,965,836,725,746,827,888,886,820,769,676,693,575,499,401,247,109.0,58,7.4,8.3,7.2,6.3,6.4,7.1,7.7,7.7,7.1,6.6,5.8,6.0,5.0,4.3,3.5,2.1,0.9,0.5
311051326,Loganlea,2018,943,863,811,763,982,"1,018",957,776,698,746,581,578,513,496,323,205,113.0,62,8.3,7.6,7.1,6.7,8.6,8.9,8.4,6.8,6.1,6.5,5.1,5.1,4.5,4.3,2.8,1.8,1.0,0.5
311051327,Shailer Park,2018,760,837,829,839,843,751,762,938,941,915,831,844,738,631,448,183,123.0,86,6.2,6.8,6.7,6.8,6.9,6.1,6.2,7.6,7.7,7.4,6.8,6.9,6.0,5.1,3.6,1.5,1.0,0.7
311051328,Waterford West,2018,668,590,446,507,492,518,562,478,467,427,399,432,345,336,348,228,175.0,148,8.8,7.8,5.9,6.7,6.5,6.8,7.4,6.3,6.2,5.6,5.3,5.7,4.6,4.4,4.6,3.0,2.3,2.0
311061329,Daisy Hill,2018,441,509,503,491,435,432,445,552,515,512,398,407,378,373,301,162,65.0,55,6.3,7.3,7.2,7.0,6.2,6.2,6.4,7.9,7.4,7.3,5.7,5.8,5.4,5.3,4.3,2.3,0.9,0.8
311061330,Kingston (Qld.),2018,851,893,858,787,918,807,679,623,611,675,620,550,497,505,371,200,91.0,76,8.0,8.4,8.1,7.4,8.7,7.6,6.4,5.9,5.8,6.4,5.8,5.2,4.7,4.8,3.5,1.9,0.9,0.7
311061331,Logan Central,2018,612,512,451,546,470,494,423,423,375,375,337,298,279,326,258,158,75.0,30,9.5,7.9,7.0,8.5,7.3,7.7,6.6,6.6,5.8,5.8,5.2,4.6,4.3,5.1,4.0,2.5,1.2,0.5
311061332,Rochedale South - Priestdale,2018,"1,200","1,197","1,084","1,081",900,"1,106","1,307","1,301","1,166","1,088",831,911,818,781,744,404,219.0,201,7.3,7.3,6.6,6.6,5.5,6.8,8.0,8.0,7.1,6.7,5.1,5.6,5.0,4.8,4.6,2.5,1.3,1.2
311061333,Slacks Creek,2018,758,832,804,775,740,763,768,767,659,657,585,591,577,468,413,202,130.0,157,7.1,7.8,7.6,7.3,7.0,7.2,7.2,7.2,6.2,6.2,5.5,5.6,5.4,4.4,3.9,1.9,1.2,1.5
311061334,Springwood,2018,624,665,613,613,601,665,735,752,637,575,528,571,550,586,468,260,126.0,113,6.4,6.9,6.3,6.3,6.2,6.9,7.6,7.8,6.6,5.9,5.5,5.9,5.7,6.1,4.8,2.7,1.3,1.2
311061335,Underwood,2018,576,561,425,407,488,529,657,661,521,459,357,315,288,242,194,102,56.0,36,8.4,8.2,6.2,5.9,7.1,7.7,9.6,9.6,7.6,6.7,5.2,4.6,4.2,3.5,2.8,1.5,0.8,0.5
311061336,Woodridge,2018,"1,271",973,881,896,"1,061",962,873,905,752,719,664,600,587,486,440,321,190.0,224,9.9,7.6,6.9,7.0,8.3,7.5,6.8,7.1,5.9,5.6,5.2,4.7,4.6,3.8,3.4,2.5,1.5,1.7
