Code,Label,Year,Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%)
505011072,Duncraig,2018,905,"1,205","1,352",992,775,521,661,"1,021","1,191","1,291",969,864,"1,003",961,827,433,270.0,337,5.8,7.7,8.7,6.4,5.0,3.3,4.2,6.6,7.6,8.3,6.2,5.5,6.4,6.2,5.3,2.8,1.7,2.2
505011073,Greenwood - Warwick,2018,907,924,796,767,667,776,"1,008","1,020",957,"1,004",796,747,809,875,815,436,235.0,250,6.6,6.7,5.8,5.6,4.8,5.6,7.3,7.4,6.9,7.3,5.8,5.4,5.9,6.3,5.9,3.2,1.7,1.8
505011074,Heathridge - Connolly,2018,738,611,632,683,751,664,829,789,691,753,691,802,691,552,359,214,158.0,109,6.9,5.7,5.9,6.4,7.0,6.2,7.7,7.4,6.4,7.0,6.4,7.5,6.4,5.2,3.3,2.0,1.5,1.0
505011075,Hillarys,2018,531,778,818,831,763,471,416,599,775,837,874,959,795,709,497,292,156.0,165,4.7,6.9,7.3,7.4,6.8,4.2,3.7,5.3,6.9,7.4,7.8,8.5,7.1,6.3,4.4,2.6,1.4,1.5
505011076,Iluka - Burns Beach,2018,436,672,795,786,799,368,346,501,693,"1,015",946,795,538,355,237,93,60.0,43,4.6,7.1,8.4,8.3,8.4,3.9,3.7,5.3,7.3,10.7,10.0,8.4,5.7,3.7,2.5,1.0,0.6,0.5
505011077,Joondalup - Edgewater,2018,781,736,610,796,"1,398","1,249","1,014",896,784,861,903,979,866,663,517,292,241.0,241,5.6,5.3,4.4,5.8,10.1,9.0,7.3,6.5,5.7,6.2,6.5,7.1,6.3,4.8,3.7,2.1,1.7,1.7
505011078,Kingsley,2018,803,907,869,798,722,490,665,876,833,880,854,967,"1,024",885,593,344,317.0,500,6.0,6.8,6.5,6.0,5.4,3.7,5.0,6.6,6.3,6.6,6.4,7.3,7.7,6.6,4.4,2.6,2.4,3.8
505011079,Mullaloo - Kallaroo,2018,589,801,896,820,709,480,554,661,834,920,928,816,725,705,542,292,167.0,188,5.1,6.9,7.7,7.1,6.1,4.1,4.8,5.7,7.2,7.9,8.0,7.0,6.2,6.1,4.7,2.5,1.4,1.6
505011080,Ocean Reef,2018,325,496,644,669,617,279,298,391,500,700,725,655,548,462,314,174,142.0,103,4.0,6.2,8.0,8.3,7.7,3.5,3.7,4.9,6.2,8.7,9.0,8.1,6.8,5.7,3.9,2.2,1.8,1.3
505011081,Padbury,2018,694,587,534,446,422,551,738,647,621,578,439,524,472,461,345,203,131.0,91,8.2,6.9,6.3,5.3,5.0,6.5,8.7,7.6,7.3,6.8,5.2,6.2,5.6,5.4,4.1,2.4,1.5,1.1
505011082,Sorrento - Marmion,2018,470,699,735,734,584,374,344,457,659,739,764,796,773,770,612,343,194.0,193,4.6,6.8,7.2,7.2,5.7,3.7,3.4,4.5,6.4,7.2,7.5,7.8,7.5,7.5,6.0,3.3,1.9,1.9
505011083,Woodvale,2018,423,636,693,799,708,323,335,512,615,746,791,868,705,548,298,217,169.0,164,4.4,6.7,7.3,8.4,7.4,3.4,3.5,5.4,6.4,7.8,8.3,9.1,7.4,5.7,3.1,2.3,1.8,1.7
505021084,Balcatta - Hamersley,2018,980,849,687,680,886,"1,307","1,420","1,140","1,006",989,844,859,806,834,806,668,484.0,452,6.2,5.4,4.4,4.3,5.6,8.3,9.0,7.3,6.4,6.3,5.4,5.5,5.1,5.3,5.1,4.3,3.1,2.9
505021085,Balga - Mirrabooka,2018,"1,820","1,409","1,168","1,196","1,525","2,066","2,092","1,596","1,245","1,112","1,083","1,002",919,813,619,455,283.0,206,8.8,6.8,5.7,5.8,7.4,10.0,10.2,7.7,6.0,5.4,5.3,4.9,4.5,3.9,3.0,2.2,1.4,1.0
505021086,Dianella,2018,"1,321","1,348","1,356","1,429","1,633","1,613","1,690","1,529","1,580","1,819","1,585","1,619","1,448","1,245","1,155","1,036",821.0,813,5.3,5.4,5.4,5.7,6.5,6.4,6.7,6.1,6.3,7.3,6.3,6.5,5.8,5.0,4.6,4.1,3.3,3.2
505021088,Innaloo - Doubleview,2018,"1,239",872,758,710,977,"1,813","2,284","1,538","1,195","1,075",997,944,862,681,553,416,339.0,492,7.0,4.9,4.3,4.0,5.5,10.2,12.9,8.7,6.7,6.1,5.6,5.3,4.9,3.8,3.1,2.3,1.9,2.8
505021089,Karrinyup - Gwelup - Carine,2018,"1,466","1,731","1,537","1,377","1,050",942,"1,115","1,479","1,606","1,688","1,363","1,272","1,199","1,126","1,016",665,483.0,459,6.8,8.0,7.1,6.4,4.9,4.4,5.2,6.9,7.4,7.8,6.3,5.9,5.6,5.2,4.7,3.1,2.2,2.1
505021090,Nollamara - Westminster,2018,"1,542",835,691,664,"1,319","2,235","2,744","1,835","1,209",945,854,867,808,657,492,402,392.0,311,8.2,4.4,3.7,3.5,7.0,11.9,14.6,9.8,6.4,5.0,4.5,4.6,4.3,3.5,2.6,2.1,2.1,1.7
505021092,Scarborough,2018,"1,092",667,731,553,873,"1,920","2,286","1,659","1,190","1,053",902,949,768,649,540,374,263.0,275,6.5,4.0,4.4,3.3,5.2,11.5,13.7,9.9,7.1,6.3,5.4,5.7,4.6,3.9,3.2,2.2,1.6,1.6
505021093,Stirling - Osborne Park,2018,836,798,643,642,938,"1,291","1,325","1,073",903,997,857,846,820,725,595,436,273.0,236,5.9,5.6,4.5,4.5,6.6,9.1,9.3,7.5,6.3,7.0,6.0,5.9,5.8,5.1,4.2,3.1,1.9,1.7
505021094,Trigg - North Beach - Watermans Bay,2018,458,477,518,498,381,381,479,492,496,588,552,575,537,509,441,318,190.0,169,5.7,5.9,6.4,6.2,4.7,4.7,5.9,6.1,6.2,7.3,6.8,7.1,6.7,6.3,5.5,3.9,2.4,2.1
505021095,Tuart Hill - Joondanna,2018,790,488,394,323,691,"1,462","1,690","1,217",859,725,699,646,597,495,412,281,262.0,361,6.4,3.9,3.2,2.6,5.6,11.8,13.6,9.8,6.9,5.9,5.6,5.2,4.8,4.0,3.3,2.3,2.1,2.9
505021096,Wembley Downs - Churchlands - Woodlands,2018,704,"1,053","1,188","1,217",803,684,691,882,"1,039","1,157",970,876,761,599,570,591,480.0,410,4.8,7.2,8.1,8.3,5.5,4.7,4.7,6.0,7.1,7.9,6.6,6.0,5.2,4.1,3.9,4.0,3.3,2.8
505021097,Yokine - Coolbinia - Menora,2018,952,840,754,689,998,"1,269","1,486","1,209","1,049","1,061","1,011",928,904,732,676,543,534.0,767,5.8,5.1,4.6,4.2,6.1,7.7,9.1,7.4,6.4,6.5,6.2,5.7,5.5,4.5,4.1,3.3,3.3,4.7
505031098,Alexander Heights - Koondoola,2018,827,896,814,831,895,820,798,793,770,782,818,878,677,558,409,268,183.0,130,6.8,7.4,6.7,6.8,7.4,6.8,6.6,6.5,6.3,6.4,6.7,7.2,5.6,4.6,3.4,2.2,1.5,1.1
505031099,Butler - Merriwa - Ridgewood,2018,"1,939","2,025","1,825","1,824","1,788","1,858","2,044","1,751","1,719","1,663","1,327","1,040",757,705,629,595,421.0,438,8.0,8.3,7.5,7.5,7.3,7.6,8.4,7.2,7.1,6.8,5.5,4.3,3.1,2.9,2.6,2.4,1.7,1.8
505031100,Carramar,2018,"1,740","1,619","1,428","1,249","1,268","1,705","1,873","1,542","1,324","1,285","1,055",756,564,415,311,163,81.0,56,9.4,8.8,7.7,6.8,6.9,9.2,10.2,8.4,7.2,7.0,5.7,4.1,3.1,2.3,1.7,0.9,0.4,0.3
505031101,Clarkson,2018,"1,155",985,779,805,"1,142","1,284","1,346","1,131",956,944,848,702,498,394,273,189,88.0,39,8.5,7.3,5.7,5.9,8.4,9.5,9.9,8.3,7.1,7.0,6.3,5.2,3.7,2.9,2.0,1.4,0.6,0.3
505031102,Girrawheen,2018,701,633,563,559,665,641,670,608,563,570,469,473,461,413,340,237,128.0,83,8.0,7.2,6.4,6.4,7.6,7.3,7.6,6.9,6.4,6.5,5.3,5.4,5.3,4.7,3.9,2.7,1.5,0.9
505031103,Madeley - Darch - Landsdale,2018,"2,317","2,261","2,138","2,049","1,839","1,770","2,421","2,478","2,212","2,251","1,736","1,392","1,030",806,597,448,298.0,211,8.2,8.0,7.6,7.3,6.5,6.3,8.6,8.8,7.8,8.0,6.1,4.9,3.6,2.9,2.1,1.6,1.1,0.7
505031104,Marangaroo,2018,693,691,673,774,790,700,735,747,752,721,713,694,610,464,392,279,162.0,191,6.4,6.4,6.2,7.2,7.3,6.5,6.8,6.9,7.0,6.7,6.6,6.4,5.7,4.3,3.6,2.6,1.5,1.8
505031105,Mindarie - Quinns Rocks - Jindalee,2018,"1,048","1,386","1,622","1,818","1,443",983,898,"1,157","1,486","1,946","1,785","1,402",920,692,601,382,214.0,210,5.2,6.9,8.1,9.1,7.2,4.9,4.5,5.8,7.4,9.7,8.9,7.0,4.6,3.5,3.0,1.9,1.1,1.1
505031107,Tapping - Ashby - Sinagra,2018,"1,039","1,204","1,077",985,839,828,973,"1,123","1,056","1,067",822,652,567,443,411,324,192.0,128,7.6,8.8,7.8,7.2,6.1,6.0,7.1,8.2,7.7,7.8,6.0,4.7,4.1,3.2,3.0,2.4,1.4,0.9
505031108,Wanneroo,2018,"2,120","1,845","1,600","1,466","1,754","2,143","2,379","2,051","1,863","1,729","1,591","1,548","1,286","1,211",972,626,405.0,406,7.9,6.8,5.9,5.4,6.5,7.9,8.8,7.6,6.9,6.4,5.9,5.7,4.8,4.5,3.6,2.3,1.5,1.5
505031255,Alkimos - Eglinton,2018,"1,323","1,022",756,584,968,"1,646","1,453","1,035",753,749,569,321,228,189,170,62,30.0,16,11.1,8.6,6.4,4.9,8.2,13.9,12.2,8.7,6.3,6.3,4.8,2.7,1.9,1.6,1.4,0.5,0.3,0.1
505031256,Carabooda - Pinjar,2018,33,41,34,58,50,36,26,24,76,63,70,61,55,39,30,8,7.0,1,4.6,5.8,4.8,8.1,7.0,5.1,3.7,3.4,10.7,8.8,9.8,8.6,7.7,5.5,4.2,1.1,1.0,0.1
505031257,Two Rocks,2018,250,270,247,183,168,195,239,207,216,267,233,235,152,175,158,90,68.0,23,7.4,8.0,7.3,5.4,5.0,5.8,7.1,6.1,6.4,7.9,6.9,7.0,4.5,5.2,4.7,2.7,2.0,0.7
505031258,Yanchep,2018,893,930,774,588,606,843,840,757,692,701,609,494,431,413,355,223,116.0,134,8.6,8.9,7.4,5.7,5.8,8.1,8.1,7.3,6.7,6.7,5.9,4.8,4.1,4.0,3.4,2.1,1.1,1.3
506011110,Armadale - Wungong - Brookdale,2018,"1,905","1,602","1,268","1,111","1,544","1,779","1,665","1,500","1,137","1,195","1,073","1,109",958,873,692,481,396.0,363,9.2,7.8,6.1,5.4,7.5,8.6,8.1,7.3,5.5,5.8,5.2,5.4,4.6,4.2,3.4,2.3,1.9,1.8
506011112,Camillo - Champion Lakes,2018,375,351,370,361,334,401,409,407,314,356,377,353,370,290,219,140,74.0,53,6.8,6.3,6.7,6.5,6.0,7.2,7.4,7.3,5.7,6.4,6.8,6.4,6.7,5.2,3.9,2.5,1.3,1.0
506011113,Forrestdale - Harrisdale - Piara Waters,2018,"2,873","2,206","1,512","1,081","1,422","2,490","3,434","2,768","1,791","1,301","1,006",806,617,448,285,121,77.0,59,11.8,9.1,6.2,4.4,5.9,10.2,14.1,11.4,7.4,5.4,4.1,3.3,2.5,1.8,1.2,0.5,0.3,0.2
506011114,Kelmscott,2018,684,647,618,618,725,731,756,659,687,703,691,687,637,574,489,286,219.0,219,6.4,6.1,5.8,5.8,6.8,6.9,7.1,6.2,6.5,6.6,6.5,6.5,6.0,5.4,4.6,2.7,2.1,2.1
506011115,Mount Nasura - Mount Richon - Bedfordale,2018,445,478,520,550,506,330,439,512,462,622,637,647,589,479,400,320,172.0,113,5.4,5.8,6.3,6.7,6.2,4.0,5.3,6.2,5.6,7.6,7.7,7.9,7.2,5.8,4.9,3.9,2.1,1.4
506011116,Roleystone,2018,423,454,508,453,402,303,371,462,457,561,522,567,447,514,406,220,82.0,71,5.9,6.3,7.0,6.3,5.6,4.2,5.1,6.4,6.3,7.8,7.2,7.8,6.2,7.1,5.6,3.0,1.1,1.0
506011117,Seville Grove,2018,"1,145","1,006",828,754,740,"1,001","1,137",902,765,627,532,487,377,301,189,112,76.0,65,10.4,9.1,7.5,6.8,6.7,9.1,10.3,8.2,6.9,5.7,4.8,4.4,3.4,2.7,1.7,1.0,0.7,0.6
506021118,Belmont - Ascot - Redcliffe,2018,935,772,618,603,"1,159","1,443","1,429","1,155",963,932,841,867,770,687,523,369,295.0,319,6.4,5.3,4.2,4.1,7.9,9.8,9.7,7.9,6.6,6.3,5.7,5.9,5.2,4.7,3.6,2.5,2.0,2.2
506021119,East Victoria Park - Carlisle,2018,"1,181",812,648,649,"1,449","2,021","2,104","1,490","1,183","1,133",933,857,816,671,524,345,193.0,280,6.8,4.7,3.7,3.8,8.4,11.7,12.2,8.6,6.8,6.6,5.4,5.0,4.7,3.9,3.0,2.0,1.1,1.6
506021122,Rivervale - Kewdale - Cloverdale,2018,"1,832","1,471","1,131","1,057","2,063","3,132","3,018","2,262","1,747","1,511","1,376","1,431","1,202",992,814,685,549.0,532,6.8,5.5,4.2,3.9,7.7,11.7,11.3,8.4,6.5,5.6,5.1,5.3,4.5,3.7,3.0,2.6,2.0,2.0
506021123,Victoria Park - Lathlain - Burswood,2018,839,626,487,505,"1,420","1,939","1,880","1,391",968,875,880,913,791,619,435,278,199.0,221,5.5,4.1,3.2,3.3,9.3,12.7,12.3,9.1,6.3,5.7,5.8,6.0,5.2,4.1,2.8,1.8,1.3,1.4
506031124,Bentley - Wilson - St James,2018,"1,064",805,668,947,"3,353","2,819","1,869","1,467","1,028",961,876,812,813,700,637,547,495.0,882,5.1,3.9,3.2,4.6,16.2,13.6,9.0,7.1,5.0,4.6,4.2,3.9,3.9,3.4,3.1,2.6,2.4,4.3
506031125,Canning Vale - West,2018,520,651,780,790,877,638,542,581,676,802,820,781,588,507,354,184,108.0,62,5.1,6.3,7.6,7.7,8.5,6.2,5.3,5.7,6.6,7.8,8.0,7.6,5.7,4.9,3.4,1.8,1.1,0.6
506031127,Cannington - Queens Park,2018,"1,700","1,108",937,882,"1,842","2,419","2,371","1,829","1,177",960,835,779,677,563,415,258,193.0,199,8.9,5.8,4.9,4.6,9.6,12.6,12.4,9.6,6.1,5.0,4.4,4.1,3.5,2.9,2.2,1.3,1.0,1.0
506031128,Parkwood - Ferndale - Lynwood,2018,904,816,688,733,922,"1,047","1,129","1,054",864,880,797,870,942,827,596,436,288.0,292,6.4,5.8,4.9,5.2,6.5,7.4,8.0,7.5,6.1,6.2,5.7,6.2,6.7,5.9,4.2,3.1,2.0,2.1
506031129,Riverton - Shelley - Rossmoyne,2018,587,888,"1,123","1,117",993,554,586,760,969,"1,057",962,837,744,661,648,495,396.0,417,4.3,6.4,8.1,8.1,7.2,4.0,4.2,5.5,7.0,7.7,7.0,6.1,5.4,4.8,4.7,3.6,2.9,3.0
506031131,Willetton,2018,831,"1,404","1,762","1,629","1,234",771,633,"1,197","1,478","1,507","1,135","1,124","1,042","1,023",740,449,279.0,247,4.5,7.6,9.5,8.8,6.7,4.2,3.4,6.5,8.0,8.2,6.1,6.1,5.6,5.5,4.0,2.4,1.5,1.3
506041132,Beckenham - Kenwick - Langford,2018,"1,561","1,301","1,069","1,076","1,419","1,799","1,911","1,662","1,238","1,193","1,048",932,869,872,678,437,252.0,208,8.0,6.7,5.5,5.5,7.3,9.2,9.8,8.5,6.3,6.1,5.4,4.8,4.5,4.5,3.5,2.2,1.3,1.1
506041133,Canning Vale - East,2018,"1,657","1,804","1,728","1,799","1,978","1,808","1,810","2,135","1,982","1,812","1,587","1,215","1,004",768,545,352,218.0,134,6.8,7.4,7.1,7.4,8.1,7.4,7.4,8.8,8.1,7.4,6.5,5.0,4.1,3.2,2.2,1.4,0.9,0.6
506041134,Gosnells,2018,"1,557","1,486","1,224","1,112","1,364","1,566","1,645","1,585","1,271","1,231","1,061","1,154","1,043",912,778,639,485.0,460,7.6,7.2,5.9,5.4,6.6,7.6,8.0,7.7,6.2,6.0,5.2,5.6,5.1,4.4,3.8,3.1,2.4,2.2
506041135,Huntingdale - Southern River,2018,"1,684","1,826","1,601","1,455","1,401","1,428","1,836","1,889","1,642","1,466","1,185","1,012",845,651,483,269,146.0,105,8.0,8.7,7.7,7.0,6.7,6.8,8.8,9.0,7.8,7.0,5.7,4.8,4.0,3.1,2.3,1.3,0.7,0.5
506041136,Maddington - Orange Grove - Martin,2018,"1,144",958,881,813,"1,045","1,031","1,175","1,084",900,915,802,774,695,609,544,401,297.0,322,7.9,6.7,6.1,5.6,7.3,7.2,8.2,7.5,6.3,6.4,5.6,5.4,4.8,4.2,3.8,2.8,2.1,2.2
506041137,Thornlie,2018,"1,546","1,588","1,423","1,421","1,581","1,567","1,656","1,739","1,463","1,542","1,460","1,477","1,471","1,219","1,019",630,426.0,349,6.6,6.7,6.0,6.0,6.7,6.6,7.0,7.4,6.2,6.5,6.2,6.3,6.2,5.2,4.3,2.7,1.8,1.5
506051138,Forrestfield - Wattle Grove,2018,"1,541","1,413","1,179","1,193","1,214","1,334","1,678","1,641","1,393","1,216","1,116","1,024",981,847,618,403,308.0,229,8.0,7.3,6.1,6.2,6.3,6.9,8.7,8.5,7.2,6.3,5.8,5.3,5.1,4.4,3.2,2.1,1.6,1.2
506051139,High Wycombe,2018,852,815,835,731,780,969,976,898,807,857,767,814,593,554,452,383,221.0,143,6.8,6.5,6.7,5.9,6.3,7.8,7.8,7.2,6.5,6.9,6.2,6.5,4.8,4.5,3.6,3.1,1.8,1.1
506051140,Kalamunda - Maida Vale - Gooseberry Hill,2018,692,917,998,984,816,632,715,825,905,"1,121","1,050","1,087",946,"1,063",930,640,496.0,430,4.5,6.0,6.5,6.5,5.4,4.1,4.7,5.4,5.9,7.4,6.9,7.1,6.2,7.0,6.1,4.2,3.3,2.8
506051141,Lesmurdie - Bickley - Carmel,2018,544,797,898,"1,124",699,404,432,597,766,887,880,807,723,696,646,460,270.0,263,4.6,6.7,7.6,9.5,5.9,3.4,3.6,5.0,6.4,7.5,7.4,6.8,6.1,5.9,5.4,3.9,2.3,2.2
506061142,Byford,2018,"2,091","1,830","1,411","1,127","1,310","2,028","2,124","1,708","1,190","1,098",895,843,622,433,343,205,103.0,104,10.7,9.4,7.2,5.8,6.7,10.4,10.9,8.8,6.1,5.6,4.6,4.3,3.2,2.2,1.8,1.1,0.5,0.5
506061143,Mundijong,2018,458,486,534,546,492,396,366,385,467,594,623,480,395,305,249,139,57.0,67,6.5,6.9,7.6,7.8,7.0,5.6,5.2,5.5,6.6,8.4,8.9,6.8,5.6,4.3,3.5,2.0,0.8,1.0
506061144,Serpentine - Jarrahdale,2018,232,282,308,273,223,232,254,285,293,426,422,397,277,249,213,131,73.0,46,5.0,6.1,6.7,5.9,4.8,5.0,5.5,6.2,6.3,9.2,9.1,8.6,6.0,5.4,4.6,2.8,1.6,1.0
506071145,Como,2018,771,614,532,618,"1,384","1,546","1,438","1,099",843,878,730,816,782,781,538,428,304.0,432,5.3,4.2,3.7,4.3,9.5,10.6,9.9,7.6,5.8,6.0,5.0,5.6,5.4,5.4,3.7,2.9,2.1,3.0
506071146,Manning - Waterford,2018,589,675,677,943,"1,388",821,720,676,647,694,683,725,691,598,446,364,225.0,312,5.0,5.7,5.7,7.9,11.7,6.9,6.1,5.7,5.4,5.8,5.8,6.1,5.8,5.0,3.8,3.1,1.9,2.6
506071147,South Perth - Kensington,2018,806,799,894,984,"1,320","1,445","1,302","1,194","1,168","1,139","1,153","1,144","1,060",975,756,443,290.0,318,4.7,4.6,5.2,5.7,7.7,8.4,7.6,6.9,6.8,6.6,6.7,6.7,6.2,5.7,4.4,2.6,1.7,1.8
507011148,Banjup,2018,"1,736","1,740","1,537","1,323","1,170","1,219","1,778","1,923","1,615","1,475","1,073",793,636,477,334,207,139.0,99,9.0,9.0,8.0,6.9,6.1,6.3,9.2,10.0,8.4,7.7,5.6,4.1,3.3,2.5,1.7,1.1,0.7,0.5
507011152,Coogee,2018,560,595,519,571,577,568,601,561,640,727,727,658,577,520,378,284,209.0,128,6.0,6.3,5.5,6.1,6.1,6.0,6.4,6.0,6.8,7.7,7.7,7.0,6.1,5.5,4.0,3.0,2.2,1.4
507011153,Coolbellup,2018,566,517,391,461,514,595,707,626,552,590,559,482,470,353,370,272,184.0,137,6.8,6.2,4.7,5.5,6.2,7.1,8.5,7.5,6.6,7.1,6.7,5.8,5.6,4.2,4.4,3.3,2.2,1.6
507011154,Hamilton Hill,2018,587,537,538,577,628,807,959,836,736,799,687,673,580,591,432,341,342.0,299,5.4,4.9,4.9,5.3,5.7,7.4,8.8,7.6,6.7,7.3,6.3,6.1,5.3,5.4,3.9,3.1,3.1,2.7
507011158,North Coogee,2018,177,155,132,147,171,242,284,243,234,251,292,279,227,190,112,62,33.0,21,5.4,4.8,4.1,4.5,5.3,7.4,8.7,7.5,7.2,7.7,9.0,8.6,7.0,5.8,3.4,1.9,1.0,0.6
507011159,South Lake - Cockburn Central,2018,669,647,614,699,919,"1,079",891,827,734,813,806,814,645,515,363,268,228.0,233,5.7,5.5,5.2,5.9,7.8,9.2,7.6,7.0,6.2,6.9,6.9,6.9,5.5,4.4,3.1,2.3,1.9,2.0
507011160,Spearwood,2018,653,603,525,524,721,788,833,661,693,768,620,696,643,572,521,402,304.0,302,6.0,5.6,4.8,4.8,6.7,7.3,7.7,6.1,6.4,7.1,5.7,6.4,5.9,5.3,4.8,3.7,2.8,2.8
507011161,Success - Hammond Park,2018,"1,631","1,431","1,023",839,980,"1,436","1,791","1,810","1,295","1,144",760,671,521,350,252,165,109.0,127,10.0,8.8,6.3,5.1,6.0,8.8,11.0,11.1,7.9,7.0,4.7,4.1,3.2,2.1,1.5,1.0,0.7,0.8
507011163,Yangebup,2018,614,506,474,468,514,516,649,628,523,548,554,486,428,324,169,140,75.0,59,8.0,6.6,6.2,6.1,6.7,6.7,8.5,8.2,6.8,7.1,7.2,6.3,5.6,4.2,2.2,1.8,1.0,0.8
507011259,Beeliar - Wattleup,2014,679,678,536,505,529,684,716,749,659,556,496,389,299,233,152,104,58.0,30,8.4,8.4,6.7,6.3,6.6,8.5,8.9,9.3,8.2,6.9,6.2,4.8,3.7,2.9,1.9,1.3,0.7,0.4
101021007,Braidwood,2018,240,260,230,209,131,138,184,194,251,287,324,400,354,345,269,187,78,68,5.8,6.3,5.5,5.0,3.2,3.3,4.4,4.7,6.0,6.9,7.8,9.6,8.5,8.3,6.5,4.5,1.9,1.6
101021008,Karabar,2018,570,543,544,557,529,580,564,563,574,611,584,528,515,404,321,220,134,91,6.8,6.4,6.5,6.6,6.3,6.9,6.7,6.7,6.8,7.2,6.9,6.3,6.1,4.8,3.8,2.6,1.6,1.1
101021009,Queanbeyan,2018,872,587,421,399,732,"1,175","1,237",917,758,760,735,681,521,495,361,277,243,287,7.6,5.1,3.7,3.5,6.4,10.3,10.8,8.0,6.6,6.6,6.4,5.9,4.5,4.3,3.2,2.4,2.1,2.5
101021010,Queanbeyan - East,2018,386,274,218,206,322,515,534,413,293,340,373,330,304,197,169,107,58,46,7.6,5.4,4.3,4.1,6.3,10.1,10.5,8.1,5.8,6.7,7.3,6.5,6.0,3.9,3.3,2.1,1.1,0.9
101021011,Queanbeyan Region,2018,"1,320","1,430","1,462","1,312",983,"1,056","1,064","1,234","1,438","1,556","1,483","1,421","1,166",913,680,385,169,101,6.9,7.5,7.6,6.8,5.1,5.5,5.5,6.4,7.5,8.1,7.7,7.4,6.1,4.8,3.5,2.0,0.9,0.5
101021012,Queanbeyan West - Jerrabomberra,2018,880,"1,014","1,093","1,102",826,677,782,848,968,"1,298","1,131",890,563,434,271,182,115,76,6.7,7.7,8.3,8.4,6.3,5.1,5.9,6.4,7.4,9.9,8.6,6.8,4.3,3.3,2.1,1.4,0.9,0.6
101031013,Bombala,2018,141,146,142,100,108,120,146,116,130,147,164,183,184,194,176,80,65,73,5.8,6.0,5.9,4.1,4.5,5.0,6.0,4.8,5.4,6.1,6.8,7.6,7.6,8.0,7.3,3.3,2.7,3.0
101031014,Cooma,2018,398,376,403,384,361,388,443,341,388,466,468,496,421,408,363,311,210,247,5.8,5.5,5.9,5.6,5.3,5.6,6.4,5.0,5.6,6.8,6.8,7.2,6.1,5.9,5.3,4.5,3.1,3.6
101031015,Cooma Region,2018,151,175,235,199,140,110,124,144,178,282,252,303,290,261,232,163,79,53,4.5,5.2,7.0,5.9,4.2,3.3,3.7,4.3,5.3,8.4,7.5,9.0,8.6,7.7,6.9,4.8,2.3,1.6
101031016,Jindabyne - Berridale,2018,301,438,547,413,464,593,473,449,527,575,494,538,422,364,257,148,107,63,4.2,6.1,7.6,5.8,6.5,8.3,6.6,6.3,7.3,8.0,6.9,7.5,5.9,5.1,3.6,2.1,1.5,0.9
101041017,Batemans Bay,2018,406,467,447,399,322,334,355,362,383,451,421,554,702,674,649,468,265,313,5.1,5.9,5.6,5.0,4.0,4.2,4.5,4.5,4.8,5.7,5.3,6.9,8.8,8.5,8.1,5.9,3.3,3.9
101041018,Batemans Bay - South,2018,390,399,490,408,308,312,295,339,428,484,520,688,685,868,731,537,318,313,4.6,4.7,5.8,4.8,3.6,3.7,3.5,4.0,5.0,5.7,6.1,8.1,8.0,10.2,8.6,6.3,3.7,3.7
101041019,Bega - Tathra,2018,496,609,574,528,376,381,410,431,466,533,591,716,660,562,471,374,256,239,5.7,7.0,6.6,6.1,4.3,4.4,4.7,5.0,5.4,6.1,6.8,8.3,7.6,6.5,5.4,4.3,3.0,2.8
101041020,Bega-Eden Hinterland,2018,393,500,567,585,270,275,312,335,438,645,722,991,933,819,565,306,140,126,4.4,5.6,6.4,6.6,3.0,3.1,3.5,3.8,4.9,7.2,8.1,11.1,10.5,9.2,6.3,3.4,1.6,1.4
101041021,Broulee - Tomakin,2018,123,197,220,221,130,118,91,160,185,189,224,305,299,295,241,204,122,146,3.5,5.7,6.3,6.4,3.7,3.4,2.6,4.6,5.3,5.4,6.5,8.8,8.6,8.5,6.9,5.9,3.5,4.2
101041023,Eden,2018,192,167,168,163,124,130,153,153,156,172,219,248,281,307,240,164,121,106,5.9,5.1,5.1,5.0,3.8,4.0,4.7,4.7,4.8,5.3,6.7,7.6,8.6,9.4,7.4,5.0,3.7,3.2
101041024,Eurobodalla Hinterland,2018,149,141,190,212,150,101,142,137,172,224,306,353,312,337,260,107,62,44,4.4,4.1,5.6,6.2,4.4,3.0,4.2,4.0,5.1,6.6,9.0,10.4,9.2,9.9,7.6,3.1,1.8,1.3
101041025,Merimbula - Tura Beach,2018,468,556,577,564,421,477,452,479,491,686,716,864,999,974,950,641,435,426,4.2,5.0,5.2,5.0,3.8,4.3,4.0,4.3,4.4,6.1,6.4,7.7,8.9,8.7,8.5,5.7,3.9,3.8
